1296.730957;549.646057
1487.488281;894.580811
1200.344604;549.629150
1336.566772;894.565002
1103.959595;549.636963
1185.651367;894.566956
1007.547791;549.646240
1034.742065;894.581299
911.186035;549.643127
883.839722;894.578674
814.766418;549.645386
732.939880;894.569885
718.357483;549.645020
582.025269;894.578735
621.970276;549.649414
431.106934;894.581055
1260.493042;484.103638
1343.444946;634.409241
1174.457642;484.111389
1233.764404;634.397766
1088.420410;484.113312
1123.898315;634.405945
1002.382568;484.121094
1014.214966;634.391113
916.371704;484.113922
904.353760;634.404541
830.326355;484.108154
794.493835;634.395874
744.293030;484.113953
684.806274;634.404480
658.271790;484.117798
574.945374;634.405762
1231.300903;431.359558
1297.345337;550.730774
1153.654541;431.355621
1200.760254;550.748962
1075.929199;431.365387
1104.226685;550.742493
998.271973;431.346252
1007.651611;550.744629
920.517334;431.365631
911.097717;550.749146
842.835022;431.361938
814.523621;550.740601
765.151245;431.361115
717.954468;550.724915
687.457336;431.364899
621.377930;550.737915
1233.330444;633.147278
1260.924805;484.869781
1123.716431;633.148010
1174.771240;484.887024
904.546753;633.154236
1088.624634;484.868927
794.952515;633.143372
1002.448364;484.892303
685.392273;633.141907
916.308044;484.880371
1014.131653;633.140259
830.149841;484.867706
1342.914917;633.142456
743.984253;484.867706
575.772766;633.144043
657.848450;484.867554
1403.695557;743.099487
1231.593994;431.848969
1276.754761;743.131775
1153.804932;431.860565
1149.791138;743.108643
1076.057983;431.845337
1022.818054;743.116943
998.285278;431.865417
895.848999;743.114929
920.484619;431.854187
768.834961;743.101929
842.748108;431.845703
641.889038;743.100586
764.931030;431.849884
514.928284;743.139771
687.188416;431.847107
0.000000;0.000000
1149.000000;743.000000
0.000000;0.000000
1022.000000;743.000000
0.000000;0.000000
895.000000;743.000000
0.000000;0.000000
768.000000;743.000000
0.000000;0.000000
1403.000000;743.000000
0.000000;0.000000
1276.000000;743.000000
0.000000;0.000000
641.000000;743.000000
0.000000;0.000000
514.000000;743.000000
