1285.528931;851.684021
1172.203125;813.441223
1083.618530;783.619568
1012.464355;759.699768
954.132080;739.929016
905.232788;723.475342
1285.519043;726.751831
1172.199097;703.890869
1083.610962;685.966125
1012.496460;671.534729
954.074402;659.656921
905.272888;649.809937
1285.473022;601.809692
1172.204468;594.190796
1083.618774;588.242126
1012.503235;583.411682
954.060547;579.497009
905.265320;576.187134
905.246582;502.549225
954.117310;499.256195
1012.504883;495.309204
1083.624878;490.457550
1172.187256;484.567047
1285.538208;476.877686
905.268616;428.982513
954.133728;419.041992
1012.499207;407.291107
1083.621094;392.824341
1172.186523;374.892578
905.255859;355.271942
954.090027;338.860046
1285.474487;351.900330
1012.507446;319.112488
1083.649658;295.056458
1172.190063;265.197235
1285.502197;226.952667
1283.278931;850.947876
1170.709473;813.003906
1082.607910;783.332397
1011.613098;759.335449
953.455139;739.856628
904.806824;723.379517
863.974487;709.573547
863.553284;709.446716
1283.282593;726.251282
828.357239;697.527832
828.144470;697.430847
1170.706543;703.526001
1082.502808;685.608032
1011.667542;671.269348
953.429626;659.522461
904.785095;649.675781
863.953796;641.501709
863.556885;641.455872
828.395752;634.330322
1283.277100;601.597168
1170.663940;594.074402
1082.638428;588.181213
1011.622559;583.441711
953.467651;579.428406
904.783081;576.237183
863.879456;573.406982
863.549744;573.433716
828.425476;571.086365
828.446350;507.719971
828.126892;507.798492
863.868896;505.378235
863.581421;505.531982
904.768921;502.545441
953.355469;499.405457
1011.675659;495.397339
1082.557373;490.612671
1170.713379;484.596436
1283.308594;476.988708
828.455505;444.483917
828.123169;444.614746
863.935120;437.399048
863.547974;437.377838
904.769958;429.063354
953.472656;419.332153
1011.651672;407.353912
828.396118;381.275024
1082.567749;393.088135
863.904907;369.322021
863.577759;369.430542
1170.730835;375.251587
904.732300;355.422089
953.475769;339.047852
1283.311279;352.340393
1011.684570;319.383850
1082.542603;295.476868
1170.667969;265.770203
1283.311768;227.703415
