943.717957;638.104492
943.840332;638.948547
836.430176;636.412659
836.431946;637.096252
729.666687;634.395996
729.729858;635.241272
624.192322;632.392883
624.136353;633.360229
519.520569;630.929138
519.347351;632.010315
414.466156;630.377319
414.288239;631.170532
308.753143;629.517944
308.654510;630.342957
203.116333;628.291809
202.953232;629.271545
925.127319;533.726501
925.223511;534.137390
823.174927;532.248962
823.366394;532.741150
722.256775;530.819763
722.339722;531.465942
622.811340;529.547363
622.849609;530.240051
524.541687;528.498596
524.517639;529.110352
425.955170;527.793579
425.673859;528.498230
326.367310;527.427368
326.071167;528.094666
226.547195;526.673706
226.352524;527.387268
909.595825;438.855133
909.706970;439.368011
811.974854;438.528198
812.161072;438.998444
715.981201;438.381409
716.039307;438.708710
621.787231;437.680145
621.873413;438.104767
528.805115;437.046326
528.799561;437.602386
435.571747;436.877411
435.425781;437.371826
341.279266;435.918365
341.026703;436.469666
246.680923;435.542114
246.575760;436.080780
894.318054;354.942108
894.349243;355.307220
801.652649;355.301971
801.726807;355.577972
710.646606;355.354340
710.665649;355.575165
621.048462;355.248413
621.082520;355.327026
532.432251;354.989502
532.274597;355.189240
443.643951;354.185120
443.456970;354.508514
353.670441;352.621460
353.477631;352.995880
263.471130;351.972992
263.351776;352.412537
620.300537;279.548645
620.357422;279.684937
535.420288;279.056030
535.345337;279.319427
706.177002;279.037384
706.121765;279.123627
450.168060;277.946198
450.043854;278.206177
881.052551;277.896515
881.104614;278.110046
792.925171;278.474945
793.127014;278.676544
364.365784;276.152588
364.178131;276.617950
278.135773;275.280975
278.120605;275.636963
869.000000;207.500000
869.072571;208.072800
785.360352;207.635956
785.311340;208.224716
702.186157;208.156097
702.042480;208.766937
619.735535;208.575470
619.618713;209.161057
537.967346;208.732758
537.930298;209.066208
456.124298;207.892426
456.126923;208.104919
373.995483;206.234528
373.956390;206.817719
291.384918;204.921799
291.263031;205.699341
